product_name,product_category_tree,brand,retail_price,discounted_price,product_rating,discount_percentage
Selfie Black Denim Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1000.0,499.0,,50.1
Steppings Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3199.0,2559.0,,20.01
"Q&Q LLA2-213 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Q&Q Wrist Watches""]",,645.0,645.0,5.0,0.0
Belle Gambe Winter Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,1695.0,4.8,51.56
"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men","[""Watches >> Wrist Watches >> Hala Wrist Watches""]",,399.0,159.0,5.0,60.15
Kielz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,1999.0,,20.01
"Franck Bella FB74C Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1299.0,780.0,,39.95
Carlton London Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2295.0,2295.0,5.0,0.0
Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Ridas Wrist Watches""]",,349.0,249.0,2.7,28.65
Shuz Touch Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4495.0,4495.0,,0.0
La Briza Andria Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2099.0,2099.0,3.6,0.0
"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,2345.0,1179.0,4.4,49.72
Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1899.0,999.0,,47.39
Carlton London Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1995.0,1995.0,,0.0
"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,1799.0,1199.0,,33.35
Urban Country Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3299.0,1650.0,,49.98
Now SP-ETHNIC Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Now Wrist Watches""]",,600.0,600.0,,0.0
"Disney MSFR190-01B Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,1350.0,1350.0,,0.0
Get Glamr Designer Yuvu Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,2799.0,,20.01
Kielz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2499.0,2399.0,,4.0
Belle Gambe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,1765.0,,55.86
Remson India Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3999.0,1999.0,,50.01
Jacques Farel KWD2324 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Jacques Farel Wrist Watches""]",,2850.0,1567.0,,45.02
Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2795.0,1800.0,,35.6
Salt N Pepper 13-455 Pisa Black Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4995.0,3746.0,,25.01
"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Oxter Wrist Watches""]",,999.0,299.0,,70.07
Klaur Melbourne Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,1574.0,,55.02
"Positif Pfbk612 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Positif Wrist Watches""]",,1100.0,800.0,,27.27
"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> D'SIGNER Wrist Watches""]",,8995.0,8545.0,,5.0
Salt N Pepper 13-019 Femme Taupe Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4195.0,2050.0,,51.13
"Franck Bella FB127A Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1250.0,999.0,,20.08
Get Glamr Stylish Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1999.0,499.0,,75.04
"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Felix Wrist Watches""]",,1350.0,555.0,5.0,58.89
Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1799.0,719.0,4.0,60.03
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,1499.0,999.0,,33.36
Do Bhai Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,799.0,699.0,,12.52
"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",,1095.0,595.0,,45.66
Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,2099.0,,40.01
Sam Stefy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1050.0,449.0,,57.24
TEN TEN Women's Tan Mid Length Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4495.0,1895.0,,57.84
Get Glamr Dazzle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,499.0,,85.74
"Jack Klein Goldjack Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Jack Klein Wrist Watches""]",,1999.0,262.0,5.0,86.89
Dearfoams Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1820.0,1820.0,5.0,0.0
"fastrack 38015PL01 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> fastrack Wrist Watches""]",,2495.0,2495.0,,0.0
"A Avon PK_504 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> A Avon Wrist Watches""]",,2499.0,1249.0,,50.02
"Franck Bella FB0122DD Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1299.0,1039.0,,20.02
Salt N Pepper 12-298 Taupe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4395.0,2150.0,,51.08
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls","[""Watches >> Wrist Watches >> Alfajr Wrist Watches""]",,8995.0,7495.0,5.0,16.68
Magnum Footwear Lifestyle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,5999.0,3199.0,,46.67
Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3599.0,2519.0,,30.01
"Sale Funda SFGFU694 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Sale Funda Wrist Watches""]",,2499.0,599.0,,76.03
"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls","[""Watches >> Wrist Watches >> Britex Wrist Watches""]",,1990.0,699.0,,64.87
TSG Kelz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2650.0,2650.0,,0.0
"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> 3wish Wrist Watches""]",,2999.0,995.0,5.0,66.82
J.D.H. 111-222 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1500.0,599.0,,60.07
"Disney 98189 Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,1800.0,900.0,,50.0
Get Glamr Designer Snowra Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2799.0,2239.0,,20.01
"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Lenco Wrist Watches""]",,1999.0,849.0,,57.53
Pinza Black Christmas Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3350.0,1900.0,,43.28
Salt N Pepper 13-552 Rebacca Almond Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3495.0,2621.0,,25.01
"Rockstar R_056 Chrono Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Rockstar Wrist Watches""]",,1299.0,299.0,,76.98
Disney DW100405 Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,1495.0,1345.0,,10.03
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",,1095.0,595.0,,45.66
Belle Gambe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3499.0,1795.0,3.0,48.7
"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",,795.0,795.0,,0.0
"Elantra S 10 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Elantra Wrist Watches""]",,2150.0,950.0,4.5,55.81
Willy Winkies Black Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1499.0,999.0,,33.36
"Marvel DW100243 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Marvel Wrist Watches""]",,299.0,299.0,4.0,0.0
DJH Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,999.0,499.0,,50.05
"Franck Bella FB123D Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",,1645.0,1316.0,,20.0
"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls","[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",,1299.0,899.0,,30.79
Magnum Footwear Lifestyle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,5999.0,3599.0,,40.01
Pinza Blue Cowboy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3250.0,1800.0,,44.62
Magnum Footwear Lifestyle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,3599.0,2399.0,,33.34
Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2199.0,1099.0,4.0,50.02
"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple","[""Watches >> Wrist Watches >> Eleganzza Wrist Watches""]",,1299.0,499.0,,61.59
CatBird Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,1399.0,999.0,,28.59
Bruno Manetti 664 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2999.0,1199.0,,60.02
"Lenco Bdblue Tango Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Lenco Wrist Watches""]",,1499.0,599.0,,60.04
Get Glamr Designer Kuyal Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2799.0,2239.0,,20.01
"Zoop C4040PP03 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Zoop Wrist Watches""]",,750.0,750.0,4.5,0.0
"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men","[""Watches >> Wrist Watches >> Shoppingekart Wrist Watches""]",,2399.0,479.0,,80.03
Stylistry Maxis Sa3228-25relong1712 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2299.0,1599.0,,30.45
Salt N Pepper 14-475 Dorthea Almond Boots Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,4695.0,3521.0,,25.01
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> D'Signer Wrist Watches""]",,6995.0,6645.0,,5.0
Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2495.0,1799.0,,27.9
"SwissFire 205SM005 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> SwissFire Wrist Watches""]",,2195.0,1207.0,,45.01
"A Avon PK_741 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> A Avon Wrist Watches""]",,1299.0,639.0,,50.81
Carl 3346-1-Cheetablue Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2299.0,1149.0,5.0,50.02
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,"[""Watches >> Wrist Watches >> Logues Wrist Watches""]",,1235.0,1235.0,,0.0
Swag 670014 Analog Watch  - For Boys,"[""Watches >> Wrist Watches >> Swag Wrist Watches""]",,1499.0,599.0,,60.04
"Zoop C3030PP05 Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Zoop Wrist Watches""]",,650.0,650.0,4.8,0.0
20Dresses Brown Shiver Me Timbers Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",,2795.0,2795.0,,0.0
"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm","[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""RH\"" Golf Ball -   Size: 4.26 cm,  Diame...""]",ezyPRNT,1195.0,595.0,,50.21
"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm","[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""BC\"" Golf Ball -   Size: 4,  Diameter: 4...""]",ezyPRNT,1195.0,595.0,,50.21
"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm","[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""OL\"" Golf Ball -   Size: 4.26 cm,  Diame...""]",ezyPRNT,1195.0,595.0,,50.21
"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm","[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""CV\"" Golf Ball -   Size: 4,  Diameter: 4...""]",ezyPRNT,1195.0,595.0,,50.21
Traditions Printed Protective Men's Gloves,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Gloves >> Traditions Gloves >> Traditions Printed Protective Men's Gloves""]",Traditions,500.0,399.0,,20.2
First Choice Cotton Embroidered Diwan Set,"[""Home Furnishing >> Living Room Furnishing >> Diwan Sets >> First Choice Diwan Sets >> First Choice Cotton Embroidered Diwan Set""]",First Choice,2199.0,979.0,,55.48
Eccellente Solid Hip Hop Cap,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Swim & Beach Wear >> Eccellente Swim & Beach Wear >> Eccellente Solid Hip Hop Cap""]",Eccellente,899.0,336.0,,62.63
Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,"[""Pens & Stationery >> Office Supplies >> Boards & Dusters >> Whiteboards >> Nechams Whiteboards >> Nechams Resin Magnetic Magnetic Melamine Small W...""]",Nechams,1799.0,799.0,,55.59
JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,"[""Sports & Fitness >> Other Sports >> Skating >> Kits >> JASPO Kits >> JASPO Thunder Intact Superior Senior Skates Comb...""]",JASPO,1399.0,770.0,,44.96
Masaba for Magic fairy Girl's Layered Pink Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Masaba for Magic fairy Dresses >> Masaba for Magic fairy Girl's Layered Pink Dress""]",Masaba for Magic fairy,1775.0,1598.0,,9.97
Momin Libas AK2414 Kashibo Solid Abaya No,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Abayas & Burqas >> Momin Libas Abayas & Burqas >> Momin Libas AK2414 Kashibo Solid Abaya No (Blue)""]",Momin Libas,3999.0,2398.0,,40.04
ACM Pouch for Swipe Elite Plus,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Swipe Elite Plus (Black)""]",ACM,990.0,339.0,,65.76
A R ENTERPRISES musical wlking cow,"[""Toys & School Supplies >> Musical Instruments & Toys >> A R ENTERPRISES Musical Instruments & Toys >> A R ENTERPRISES musical wlking cow (Multicolor)""]",A R ENTERPRISES,999.0,299.0,,70.07
SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,"[""Home Furnishing >> Living Room Furnishing >> Diwan Sets >> SANTOSH ROYAL FASHION Diwan Sets >> SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set""]",SANTOSH ROYAL FASHION,2199.0,979.0,,55.48
ShoeBuzz Casuals,"[""Footwear >> Men's Footwear >> Casual Shoes >> ShoeBuzz Casual Shoes >> ShoeBuzz Casuals""]",ShoeBuzz,799.0,247.0,,69.09
Zed Loafers,"[""Footwear >> Men's Footwear >> Casual Shoes >> Zed Casual Shoes >> Zed Loafers""]",Zed,499.0,499.0,,0.0
House This Queen Cotton Duvet Cover,"[""Home Furnishing >> Bed Linen >> Duvet Covers >> House This Duvet Covers >> House This Queen Cotton Duvet Cover (Grey)""]",House This,1160.0,1160.0,,0.0
ACM Pouch for Intex Aqua Lions 3g,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Intex Aqua Lions 3g (Purple)""]",ACM,990.0,339.0,,65.76
womaniya Alloy Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> womaniya Alloy Bracelet""]",womaniya,2000.0,1200.0,,40.0
Taj Pearl Alloy Cuff,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",Taj Pearl,665.0,399.0,,40.0
JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,"[""Sports & Fitness >> Other Sports >> Skating >> Kits >> JASPO Kits >> JASPO Saphire Dual Shoe Skates Combo Size 5 Skat...""]",JASPO,2299.0,1270.0,,44.76
Bento Musical Teddy Bear,"[""Toys & School Supplies >> Musical Instruments & Toys >> Bento Musical Instruments & Toys >> Bento Musical Teddy Bear (Multicolor)""]",Bento,199.0,63.0,,68.34
Wake Up Competition Full Sleeve Striped Men's Sweatshirt,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Wake Up Competition Sweatshirts >> Wake Up Competition Full Sleeve Striped Men's Sw...""]",Wake Up Competition,1495.0,748.0,,49.97
Cellbazaar Blackberry 8520 WHITE LCD LCD,"[""Cellbazaar Blackberry 8520 WHITE LCD LCD (YIT-562)""]",Cellbazaar,5000.0,1000.0,,80.0
Dressberry Gold Synthetic  Clutch,"[""Dressberry Gold Synthetic  Clutch""]",Dressberry,1299.0,1299.0,,0.0
Mast & Harbour Black Synthetic  Clutch,"[""Mast & Harbour Black Synthetic  Clutch""]",Mast & Harbour,1899.0,1899.0,,0.0
JQR JQR Sports Shoes Running Shoes,"[""Footwear >> Men's Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",JQR,1299.0,1299.0,,0.0
Sisel Printed Poly Cotton Women's Stole,"[""Sisel Printed Poly Cotton Women's Stole""]",Sisel,299.0,128.0,,57.19
JQR JQR Sports Shoes Running Shoes,"[""Footwear >> Men's Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",JQR,999.0,999.0,,0.0
"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes","[""Knight Ace Kraasa Sports Running Shoes, Cycling ...""]",Knight Ace,1299.0,499.0,,61.59
"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole","[""Clothing >> Women's Clothing >> Accessories >> Scarves & Stoles >> Great Art Scarves & Stoles >> Great Art Floral Print Wool, Viscose, 20% Kashmi...""]",Great Art,1099.0,493.0,,55.14
Indistar Self Design Viscose Women's Stole,"[""Indistar Self Design Viscose Women's Stole""]",Indistar,478.0,239.0,,50.0
Glacier Running Shoes,"[""Glacier Running Shoes""]",Glacier,629.0,498.0,,20.83
Dressberry Black Synthetic  Clutch,"[""Dressberry Black Synthetic  Clutch""]",Dressberry,1299.0,1299.0,,0.0
Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,"[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Zoe Marciano Clutches >> Zoe Marciano Blue Heavy-duty satin wong fabric  ...""]",Zoe Marciano,1599.0,699.0,,56.29
Asics Gel-Cumulus 17 Running Shoes,"[""Asics Gel-Cumulus 17 Running Shoes""]",Asics,9499.0,9499.0,,0.0
Mast & Harbour Gold Synthetic  Clutch,"[""Mast & Harbour Gold Synthetic  Clutch""]",Mast & Harbour,1899.0,1899.0,,0.0
Asics Gel-Kayano 22 Running Shoes,"[""Asics Gel-Kayano 22 Running Shoes""]",Asics,12499.0,12499.0,,0.0
Indistar Self Design Viscose Women's Stole,"[""Indistar Self Design Viscose Women's Stole""]",Indistar,898.0,449.0,,50.0
Dressberry Orange Synthetic  Clutch,"[""Dressberry Orange Synthetic  Clutch""]",Dressberry,1899.0,1899.0,,0.0
Dressberry Green Synthetic  Clutch,"[""Dressberry Green Synthetic  Clutch""]",Dressberry,1899.0,1899.0,,0.0
Escan Lace Up,"[""Escan Lace Up""]",Escan,1299.0,999.0,,23.09
Nine Maternity Wear Women's Fit and Flare Dress,"[""Nine Maternity Wear Women's Fit and Flare Dress""]",Nine Maternity Wear,1825.0,1825.0,,0.0
"Kleio Festive, Party, Casual Blue PU  Clutch","[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Kleio Clutches >> Kleio Festive, Party, Casual Blue PU  Clutch""]",Kleio,1899.0,999.0,,47.39
Skipper Blends Aqua Striped Eyelet Window Curtain,"[""Home Furnishing >> Curtains & Accessories >> Curtains >> Skipper Curtains >> Skipper Blends Aqua Striped Eyelet Window Curtai...""]",Skipper,1733.0,1039.0,,40.05
Mizuno Lightweight Hoody Solid Men's Wind Cheater,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Windcheaters >> Mizuno Windcheaters >> Mizuno Lightweight Hoody Solid Men's Wind Cheater""]",Mizuno,4999.0,4999.0,,0.0
"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Gloves >> Turbo Cricket Gloves >> Turbo MSE TEST LITE Batting Gloves (Men, White, ...""]",Turbo,1637.0,818.0,,50.03
"Turbo LEAGUE Batting Gloves (Men, White, Blue)","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Gloves >> Turbo Cricket Gloves >> Turbo LEAGUE Batting Gloves (Men, White, Blue)""]",Turbo,1232.0,616.0,,50.0
Stamin Mass Gainers,"[""Food & Nutrition >> Health & Nutrition >> Protein Supplements >> Stamin Mass Gainers (2 kg, Strawberry)""]",Stamin,2300.0,1955.0,,15.0
Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,"[""Home Decor & Festive Needs >> Candles & Fragrances >> Home Fragrances >> Aroma Oil & Diffuser Sets >> Pure Source Aroma Oil & Diffuser Sets""]",Pure Source,1250.0,375.0,5.0,70.0
Svt Ada Collections Formal Full Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",,1199.0,795.0,,33.69
Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Svt Ada Collections Tops""]",,1199.0,880.0,,26.61
